index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops
12838,GoAir,2019-05-04,Goa,Surat,GOA-SUR,07:30,15:04,11h 15min,non-stop
12839,Air India,2019-03-21,Goa,Cochin,GOA-DEL-AHM-COC,18:06,17:35,9h 0min,2 stops
12840,Vistara,2025-02-19,Kolkata,Raipur,KOL-SUR-RAI,12:09,21:10,12h 15min,1 stop
12841,Vistara,2024-03-14,Indore,Surat,IND-SUR,14:45,22:19,13h 45min,non-stop
12842,Star Air,2020-10-09,Guwahati,Chennai,GUW-AHM-HYD-CHE,14:46,01:05,13h 45min,2 stops
12843,AirAsia India,2019-07-18,Cochin,Bhubaneswar,COC-CHE-BHU,20:41,04:17,9h 45min,1 stop
12844,TruJet,2020-05-02,Delhi,Guwahati,DEL-GUW,03:58,08:16,6h 30min,non-stop
12845,TruJet,2021-04-27,Delhi,Surat,DEL-PAT-RAI-SUR,12:20,21:24,10h 15min,2 stops
12846,Akasa Air,2022-12-04,Guwahati,Jaipur,GUW-JAI,05:50,18:14,9h 0min,non-stop
12847,TruJet,2023-09-17,Kolkata,Surat,KOL-GOA-SUR,20:02,10:27,15h 0min,1 stop
12848,GoAir,2024-06-26,Kolkata,Indore,KOL-SUR-DEL-HYD-IND,05:09,20:08,14h 45min,3 stops
12849,SpiceJet,2021-06-03,Lucknow,Nagpur,LUC-BAN-COC-GOA-NAG,03:05,20:28,1h 30min,3 stops
12850,Akasa Air,2025-07-01,Pune,Bhubaneswar,PUN-BAN-IND-BHU,09:33,18:05,13h 0min,2 stops
12851,GoAir,2021-06-04,Bangalore,Mumbai,BAN-MUM,00:08,21:39,4h 15min,non-stop
12852,SpiceJet,2024-10-16,Bangalore,Surat,BAN-SUR,17:35,10:00,7h 30min,non-stop
12853,SpiceJet,2025-11-10,Lucknow,Mumbai,LUC-VAR-MUM,13:02,08:23,15h 45min,1 stop
12854,Air India,2023-07-26,Cochin,Bhubaneswar,COC-BHU,18:33,13:29,12h 30min,non-stop
12855,TruJet,2025-10-12,Jaipur,Raipur,JAI-RAI,01:37,17:45,15h 0min,non-stop
12856,Vistara,2020-08-18,Hyderabad,Cochin,HYD-COC,11:30,22:06,7h 15min,non-stop
12857,IndiGo,2024-10-22,Pune,Nagpur,PUN-GOA-NAG,22:29,12:33,2h 0min,1 stop
12858,AirAsia India,2023-11-26,Nagpur,Bangalore,NAG-BAN,01:57,02:10,2h 0min,non-stop
12859,AirAsia India,2021-01-18,Kolkata,Mumbai,KOL-DEL-COC-MUM,20:51,07:52,4h 45min,2 stops
12860,AirAsia India,2024-06-22,Nagpur,Bhubaneswar,NAG-PAT-BHU,12:02,22:05,6h 30min,1 stop
12861,GoAir,2021-10-06,Ahmedabad,Surat,AHM-CHE-SUR,19:12,16:58,2h 45min,1 stop
12862,IndiGo,2022-11-26,Raipur,Delhi,RAI-PUN-KOL-DEL,09:46,08:54,14h 15min,2 stops
12863,Alliance Air,2023-03-23,Cochin,Delhi,COC-NAG-GUW-DEL,13:13,15:15,1h 30min,2 stops
12864,Vistara,2025-06-26,Bangalore,Cochin,BAN-PAT-KOL-COC,02:14,22:55,3h 15min,2 stops
12865,AirAsia India,2020-07-13,Bhubaneswar,Chennai,BHU-GUW-RAI-CHE,03:20,16:46,9h 45min,2 stops
12866,TruJet,2023-06-01,Goa,Chennai,GOA-CHE,22:51,01:40,15h 45min,non-stop
12867,GoAir,2020-10-10,Goa,Patna,GOA-PAT,13:40,15:32,14h 45min,non-stop
12868,SpiceJet,2023-06-24,Delhi,Patna,DEL-AHM-PAT,09:34,12:51,3h 45min,1 stop
12869,AirAsia India,2023-02-04,Guwahati,Surat,GUW-SUR,12:35,02:34,6h 0min,non-stop
12870,SpiceJet,2022-01-14,Guwahati,Hyderabad,GUW-KOL-SUR-CHE-HYD,08:30,21:49,2h 45min,3 stops
12871,Akasa Air,2023-03-26,Raipur,Ahmedabad,RAI-KOL-AHM,12:36,08:02,7h 0min,1 stop
12872,TruJet,2023-06-03,Guwahati,Surat,GUW-JAI-LUC-GOA-SUR,03:31,09:46,8h 30min,3 stops
12873,GoAir,2024-11-24,Ahmedabad,Jaipur,AHM-JAI,20:33,12:42,12h 0min,non-stop
12874,IndiGo,2019-01-21,Bangalore,Bhubaneswar,BAN-CHE-GOA-BHU,13:22,02:46,4h 0min,2 stops
12875,SpiceJet,2020-03-27,Hyderabad,Bhubaneswar,HYD-CHE-IND-DEL-BHU,13:30,14:33,13h 15min,3 stops
12876,Vistara,2025-09-17,Pune,Nagpur,PUN-BHU-NAG,11:00,16:40,10h 45min,1 stop
12877,TruJet,2019-01-27,Guwahati,Goa,GUW-JAI-IND-GOA,06:38,15:55,9h 30min,2 stops
12878,SpiceJet,2021-09-11,Indore,Delhi,IND-NAG-RAI-GUW-DEL,00:25,12:58,1h 45min,3 stops
12879,IndiGo,2021-09-23,Guwahati,Nagpur,GUW-KOL-AHM-GOA-NAG,04:41,16:39,14h 30min,3 stops
12880,Alliance Air,2020-12-27,Lucknow,Guwahati,LUC-GUW,00:33,02:47,7h 30min,non-stop
12881,TruJet,2025-03-14,Bangalore,Nagpur,BAN-AHM-MUM-DEL-NAG,13:48,20:02,13h 30min,3 stops
12882,Vistara,2019-10-02,Bhubaneswar,Raipur,BHU-MUM-GOA-AHM-RAI,14:09,21:07,13h 15min,3 stops
12883,Akasa Air,2021-11-26,Bangalore,Surat,BAN-PAT-COC-MUM-SUR,15:21,17:39,15h 30min,3 stops
12884,Air India,2020-11-10,Raipur,Indore,RAI-COC-IND,23:53,09:10,15h 15min,1 stop
12885,Vistara,2021-12-18,Varanasi,Hyderabad,VAR-HYD,01:53,10:53,10h 15min,non-stop
12886,AirAsia India,2023-04-16,Goa,Nagpur,GOA-RAI-VAR-AHM-NAG,10:45,18:32,5h 30min,3 stops
12887,TruJet,2019-04-18,Bhubaneswar,Jaipur,BHU-GOA-SUR-JAI,05:01,10:00,1h 0min,2 stops
12888,Air India,2021-12-04,Surat,Delhi,SUR-MUM-JAI-DEL,09:15,08:14,13h 0min,2 stops
12889,AirAsia India,2019-05-01,Indore,Cochin,IND-NAG-COC,08:10,10:35,11h 15min,1 stop
12890,AirAsia India,2024-07-16,Guwahati,Lucknow,GUW-IND-BHU-LUC,03:21,18:54,13h 15min,2 stops
12891,Star Air,2025-10-21,Hyderabad,Jaipur,HYD-NAG-JAI,16:15,13:10,10h 0min,1 stop
12892,GoAir,2020-04-09,Pune,Varanasi,PUN-PAT-VAR,17:54,20:14,3h 30min,1 stop
12893,Alliance Air,2021-07-14,Pune,Kolkata,PUN-PAT-JAI-KOL,06:33,06:47,15h 30min,2 stops
12894,Star Air,2020-08-13,Ahmedabad,Guwahati,AHM-IND-GUW,20:32,00:51,9h 30min,1 stop
12895,Vistara,2023-05-19,Indore,Varanasi,IND-KOL-VAR,08:57,01:20,11h 45min,1 stop
12896,GoAir,2024-12-24,Surat,Delhi,SUR-HYD-MUM-COC-DEL,11:30,17:51,5h 0min,3 stops
12897,Alliance Air,2021-10-01,Mumbai,Patna,MUM-PUN-KOL-VAR-PAT,20:41,14:25,14h 0min,3 stops
12898,TruJet,2023-09-05,Lucknow,Bangalore,LUC-HYD-BAN,19:14,06:34,1h 45min,1 stop
12899,GoAir,2023-10-27,Raipur,Cochin,RAI-SUR-COC,09:28,15:34,10h 0min,1 stop
12900,Star Air,2020-03-19,Mumbai,Lucknow,MUM-NAG-SUR-CHE-LUC,16:34,01:34,13h 15min,3 stops
12901,Akasa Air,2021-01-15,Surat,Raipur,SUR-PAT-RAI,23:55,15:48,8h 30min,1 stop
12902,SpiceJet,2025-02-10,Nagpur,Cochin,NAG-COC,20:51,19:52,12h 0min,non-stop
12903,IndiGo,2021-07-16,Kolkata,Mumbai,KOL-MUM,18:47,10:27,5h 30min,non-stop
12904,TruJet,2020-11-18,Surat,Bhubaneswar,SUR-PAT-NAG-GOA-BHU,22:16,20:59,8h 15min,3 stops
12905,IndiGo,2022-06-21,Jaipur,Varanasi,JAI-PAT-DEL-VAR,19:50,20:38,15h 30min,2 stops
12906,GoAir,2020-02-07,Indore,Nagpur,IND-PUN-MUM-NAG,21:58,05:58,14h 30min,2 stops
12907,Air India,2023-08-03,Bangalore,Lucknow,BAN-COC-GUW-LUC,02:42,12:18,10h 30min,2 stops
12908,Vistara,2021-06-03,Nagpur,Patna,NAG-BAN-KOL-RAI-PAT,08:58,02:30,8h 15min,3 stops
12909,AirAsia India,2023-11-06,Chennai,Patna,CHE-HYD-LUC-PAT,05:01,10:41,2h 0min,2 stops
12910,GoAir,2020-05-15,Jaipur,Varanasi,JAI-CHE-MUM-VAR,04:51,15:00,14h 15min,2 stops
12911,IndiGo,2022-05-22,Indore,Raipur,IND-NAG-RAI,11:21,22:18,6h 15min,1 stop
12912,Alliance Air,2024-07-23,Raipur,Indore,RAI-DEL-NAG-IND,21:11,02:05,15h 15min,2 stops
12913,Vistara,2021-11-05,Indore,Delhi,IND-COC-CHE-DEL,17:42,17:04,13h 0min,2 stops
12914,Air India,2023-12-22,Kolkata,Cochin,KOL-JAI-COC,22:25,15:55,5h 15min,1 stop
12915,SpiceJet,2020-10-19,Chennai,Mumbai,CHE-PAT-DEL-MUM,14:13,16:26,8h 45min,2 stops
12916,IndiGo,2020-06-01,Lucknow,Indore,LUC-MUM-VAR-IND,08:36,00:51,13h 15min,2 stops
12917,SpiceJet,2021-09-22,Surat,Mumbai,SUR-HYD-PAT-GUW-MUM,05:32,10:03,7h 15min,3 stops
12918,Vistara,2023-09-18,Jaipur,Guwahati,JAI-GOA-GUW,05:08,01:52,8h 45min,1 stop
12919,SpiceJet,2020-12-23,Mumbai,Hyderabad,MUM-HYD,06:46,03:45,3h 30min,non-stop
12920,AirAsia India,2024-06-15,Kolkata,Lucknow,KOL-AHM-PAT-SUR-LUC,23:56,08:15,14h 15min,3 stops
12921,GoAir,2023-08-13,Goa,Raipur,GOA-VAR-RAI,21:26,14:57,8h 30min,1 stop
12922,IndiGo,2023-09-22,Pune,Nagpur,PUN-PAT-NAG,23:10,15:09,8h 30min,1 stop
12923,Akasa Air,2020-08-22,Raipur,Pune,RAI-PAT-PUN,01:02,00:07,7h 45min,1 stop
12924,AirAsia India,2025-09-05,Guwahati,Pune,GUW-PUN,09:22,04:30,5h 15min,non-stop
12925,Akasa Air,2023-06-07,Patna,Raipur,PAT-VAR-LUC-HYD-RAI,09:59,03:07,8h 30min,3 stops
12926,Alliance Air,2024-10-06,Nagpur,Chennai,NAG-DEL-MUM-GOA-CHE,06:33,20:50,1h 15min,3 stops
12927,GoAir,2019-01-08,Varanasi,Delhi,VAR-DEL,17:39,15:28,10h 0min,non-stop
12928,Vistara,2025-07-19,Delhi,Cochin,DEL-JAI-COC,12:48,19:13,14h 30min,1 stop
12929,Vistara,2019-03-25,Varanasi,Bhubaneswar,VAR-BAN-GUW-KOL-BHU,11:49,08:11,8h 30min,3 stops
12930,Akasa Air,2024-07-05,Kolkata,Goa,KOL-COC-GOA,04:24,08:58,10h 0min,1 stop
12931,IndiGo,2023-09-16,Varanasi,Bhubaneswar,VAR-BHU,11:13,20:20,7h 0min,non-stop
12932,Vistara,2024-10-27,Bangalore,Goa,BAN-PAT-GOA,22:50,23:15,8h 0min,1 stop
12933,Star Air,2020-03-23,Bhubaneswar,Surat,BHU-PUN-VAR-JAI-SUR,00:12,07:03,2h 15min,3 stops
12934,GoAir,2019-12-12,Bhubaneswar,Hyderabad,BHU-PUN-HYD,16:13,11:08,8h 45min,1 stop
12935,Air India,2019-02-20,Varanasi,Surat,VAR-CHE-KOL-GUW-SUR,13:52,10:42,5h 30min,3 stops
12936,Air India,2023-02-08,Cochin,Ahmedabad,COC-PAT-GOA-AHM,17:25,09:20,5h 0min,2 stops
12937,IndiGo,2024-02-01,Kolkata,Mumbai,KOL-RAI-NAG-GOA-MUM,19:58,09:51,9h 15min,3 stops
12938,Vistara,2021-01-14,Kolkata,Patna,KOL-GUW-PAT,15:01,09:54,7h 30min,1 stop
12939,TruJet,2021-07-01,Cochin,Delhi,COC-VAR-KOL-DEL,08:40,18:50,4h 15min,2 stops
12940,Alliance Air,2024-08-14,Delhi,Kolkata,DEL-BAN-MUM-KOL,10:01,04:11,5h 45min,2 stops
12941,Alliance Air,2025-01-03,Bangalore,Delhi,BAN-SUR-GUW-LUC-DEL,13:09,05:56,3h 15min,3 stops
12942,IndiGo,2021-11-24,Lucknow,Kolkata,LUC-KOL,02:28,05:13,1h 45min,non-stop
12943,Alliance Air,2021-11-05,Chennai,Patna,CHE-PAT,02:30,07:56,7h 30min,non-stop
12944,Air India,2022-10-14,Chennai,Varanasi,CHE-VAR,15:29,15:52,9h 15min,non-stop
12945,GoAir,2022-04-21,Cochin,Indore,COC-GOA-PUN-BHU-IND,11:28,20:10,11h 0min,3 stops
12946,TruJet,2025-03-15,Bhubaneswar,Lucknow,BHU-KOL-PAT-SUR-LUC,22:59,20:28,12h 30min,3 stops
12947,Air India,2024-05-23,Delhi,Varanasi,DEL-BHU-PAT-VAR,22:41,02:46,4h 30min,2 stops
12948,Vistara,2023-10-27,Pune,Cochin,PUN-BHU-KOL-DEL-COC,08:06,01:47,3h 30min,3 stops
12949,TruJet,2025-06-22,Bangalore,Surat,BAN-RAI-SUR,19:26,04:28,3h 30min,1 stop
12950,GoAir,2025-04-20,Chennai,Surat,CHE-PUN-KOL-SUR,05:47,20:50,8h 15min,2 stops
12951,Air India,2021-06-28,Lucknow,Nagpur,LUC-RAI-NAG,08:33,05:35,13h 0min,1 stop
12952,AirAsia India,2022-07-23,Kolkata,Jaipur,KOL-SUR-HYD-IND-JAI,13:10,00:37,5h 15min,3 stops
12953,Star Air,2019-01-14,Chennai,Nagpur,CHE-HYD-NAG,22:54,23:00,13h 30min,1 stop
12954,SpiceJet,2019-12-22,Delhi,Guwahati,DEL-GOA-MUM-GUW,22:47,03:29,14h 45min,2 stops
12955,AirAsia India,2022-02-23,Cochin,Indore,COC-LUC-SUR-VAR-IND,21:22,01:53,10h 30min,3 stops
12956,Akasa Air,2021-10-26,Raipur,Bangalore,RAI-HYD-GOA-MUM-BAN,15:34,18:15,3h 45min,3 stops
12957,Star Air,2020-12-13,Mumbai,Bangalore,MUM-COC-AHM-VAR-BAN,09:09,22:26,11h 0min,3 stops
12958,IndiGo,2024-03-11,Varanasi,Indore,VAR-DEL-CHE-AHM-IND,20:55,11:14,15h 15min,3 stops
12959,Air India,2023-11-03,Bangalore,Kolkata,BAN-KOL,05:44,18:41,8h 15min,non-stop
12960,IndiGo,2023-04-28,Patna,Cochin,PAT-HYD-LUC-KOL-COC,06:34,14:05,14h 0min,3 stops
12961,GoAir,2021-03-16,Indore,Patna,IND-PAT,00:20,06:59,12h 0min,non-stop
12962,Air India,2020-01-21,Surat,Bangalore,SUR-PAT-MUM-KOL-BAN,07:46,12:51,12h 0min,3 stops
12963,Vistara,2024-11-10,Mumbai,Nagpur,MUM-LUC-VAR-KOL-NAG,02:03,10:28,15h 30min,3 stops
12964,AirAsia India,2024-09-28,Mumbai,Delhi,MUM-BAN-DEL,17:21,15:37,3h 0min,1 stop
12965,TruJet,2025-02-15,Patna,Hyderabad,PAT-SUR-LUC-COC-HYD,04:19,12:11,4h 15min,3 stops
12966,Alliance Air,2021-04-14,Kolkata,Cochin,KOL-COC,01:29,10:49,4h 0min,non-stop
12967,Vistara,2019-11-10,Nagpur,Bhubaneswar,NAG-COC-MUM-BHU,02:11,22:18,5h 30min,2 stops
12968,Air India,2022-02-06,Patna,Surat,PAT-PUN-CHE-SUR,19:19,06:11,10h 30min,2 stops
12969,Vistara,2021-07-06,Raipur,Cochin,RAI-DEL-IND-AHM-COC,20:25,11:12,15h 15min,3 stops
12970,AirAsia India,2024-07-13,Surat,Patna,SUR-PAT,03:07,16:08,5h 45min,non-stop
12971,IndiGo,2023-10-14,Delhi,Nagpur,DEL-GUW-IND-GOA-NAG,12:03,22:53,10h 45min,3 stops
12972,GoAir,2020-03-05,Guwahati,Hyderabad,GUW-COC-IND-BHU-HYD,00:21,19:24,12h 45min,3 stops
12973,AirAsia India,2020-05-06,Goa,Ahmedabad,GOA-GUW-BAN-AHM,01:30,09:35,15h 30min,2 stops
12974,IndiGo,2025-06-19,Hyderabad,Bangalore,HYD-DEL-BAN,10:40,12:09,5h 45min,1 stop
12975,IndiGo,2025-03-28,Pune,Bhubaneswar,PUN-HYD-GUW-BHU,16:03,00:27,14h 15min,2 stops
12976,AirAsia India,2024-01-13,Mumbai,Goa,MUM-SUR-GUW-AHM-GOA,14:14,20:20,4h 15min,3 stops
12977,GoAir,2019-09-01,Cochin,Hyderabad,COC-JAI-HYD,14:39,20:19,2h 0min,1 stop
12978,SpiceJet,2021-11-07,Goa,Nagpur,GOA-NAG,14:09,15:19,13h 0min,non-stop
12979,SpiceJet,2019-10-26,Goa,Guwahati,GOA-GUW,16:28,03:29,1h 45min,non-stop
12980,AirAsia India,2019-06-26,Raipur,Indore,RAI-IND,12:33,23:24,11h 45min,non-stop
12981,IndiGo,2023-10-09,Surat,Cochin,SUR-BAN-KOL-LUC-COC,20:02,11:30,8h 15min,3 stops
12982,Vistara,2020-04-13,Ahmedabad,Pune,AHM-NAG-PUN,07:37,08:57,14h 15min,1 stop
12983,Akasa Air,2021-05-04,Ahmedabad,Bangalore,AHM-BAN,17:31,02:42,2h 45min,non-stop
12984,Vistara,2025-03-03,Raipur,Delhi,RAI-DEL,06:41,14:22,9h 15min,non-stop
12985,Star Air,2025-09-11,Bhubaneswar,Varanasi,BHU-VAR,19:19,19:24,3h 30min,non-stop
12986,Alliance Air,2025-07-13,Patna,Goa,PAT-BAN-DEL-JAI-GOA,18:00,00:03,11h 30min,3 stops
12987,AirAsia India,2023-08-04,Patna,Nagpur,PAT-JAI-NAG,17:40,03:26,8h 30min,1 stop
12988,GoAir,2020-03-02,Nagpur,Chennai,NAG-IND-CHE,01:46,15:40,12h 45min,1 stop
12989,Vistara,2022-02-10,Jaipur,Bhubaneswar,JAI-KOL-BHU,11:52,20:00,9h 30min,1 stop
12990,Alliance Air,2021-12-07,Raipur,Chennai,RAI-DEL-CHE,05:07,05:31,6h 30min,1 stop
12991,IndiGo,2019-05-03,Bangalore,Kolkata,BAN-GOA-CHE-KOL,10:33,00:43,1h 45min,2 stops
12992,Air India,2021-01-18,Raipur,Patna,RAI-DEL-COC-MUM-PAT,10:34,17:53,2h 15min,3 stops
12993,Air India,2021-07-09,Bangalore,Mumbai,BAN-PAT-NAG-VAR-MUM,12:08,06:06,9h 30min,3 stops
12994,Vistara,2020-05-27,Raipur,Chennai,RAI-GUW-CHE,04:49,04:07,4h 45min,1 stop
12995,Star Air,2021-02-23,Raipur,Lucknow,RAI-LUC,09:01,13:03,6h 30min,non-stop
12996,AirAsia India,2025-03-23,Surat,Cochin,SUR-VAR-COC,22:09,21:10,7h 15min,1 stop
12997,GoAir,2024-05-28,Kolkata,Chennai,KOL-DEL-CHE,07:34,09:59,11h 15min,1 stop
12998,TruJet,2022-11-20,Ahmedabad,Raipur,AHM-DEL-RAI,23:14,23:38,7h 30min,1 stop
12999,Vistara,2024-03-05,Nagpur,Chennai,NAG-HYD-GOA-CHE,22:23,20:38,13h 30min,2 stops
13000,Akasa Air,2019-02-06,Mumbai,Chennai,MUM-DEL-CHE,17:45,15:25,12h 45min,1 stop
13001,SpiceJet,2024-01-25,Chennai,Ahmedabad,CHE-NAG-AHM,03:54,12:15,2h 45min,1 stop
13002,IndiGo,2024-01-13,Raipur,Chennai,RAI-COC-CHE,20:34,09:06,15h 15min,1 stop
13003,TruJet,2021-05-06,Indore,Goa,IND-RAI-AHM-GOA,07:28,03:00,14h 30min,2 stops
13004,IndiGo,2021-05-27,Patna,Bhubaneswar,PAT-PUN-HYD-BHU,18:15,20:21,6h 15min,2 stops
13005,GoAir,2024-06-21,Indore,Lucknow,IND-VAR-LUC,08:01,17:05,9h 15min,1 stop
13006,Air India,2024-12-24,Delhi,Jaipur,DEL-RAI-JAI,21:05,01:34,3h 15min,1 stop
13007,Alliance Air,2020-10-28,Jaipur,Nagpur,JAI-NAG,12:18,12:19,10h 30min,non-stop
13008,IndiGo,2022-04-05,Lucknow,Indore,LUC-IND,00:18,13:13,2h 15min,non-stop
13009,TruJet,2021-06-15,Patna,Surat,PAT-BHU-LUC-SUR,21:38,17:26,14h 30min,2 stops
13010,TruJet,2021-04-13,Goa,Kolkata,GOA-RAI-KOL,11:51,10:02,10h 30min,1 stop
13011,Star Air,2021-09-21,Raipur,Jaipur,RAI-MUM-JAI,03:30,05:17,4h 30min,1 stop
13012,SpiceJet,2025-09-09,Pune,Cochin,PUN-GUW-VAR-COC,11:02,15:01,13h 15min,2 stops
13013,SpiceJet,2020-06-16,Varanasi,Nagpur,VAR-GOA-KOL-JAI-NAG,02:53,06:04,14h 0min,3 stops
13014,Alliance Air,2024-12-27,Bangalore,Hyderabad,BAN-HYD,05:13,15:48,2h 0min,non-stop
13015,Vistara,2023-02-10,Mumbai,Varanasi,MUM-IND-JAI-VAR,13:10,05:55,13h 45min,2 stops
13016,GoAir,2020-06-11,Guwahati,Jaipur,GUW-JAI,05:24,16:39,1h 45min,non-stop
13017,IndiGo,2020-01-21,Raipur,Guwahati,RAI-DEL-AHM-GOA-GUW,04:29,03:39,6h 45min,3 stops
13018,AirAsia India,2019-08-03,Pune,Nagpur,PUN-NAG,01:40,20:38,12h 0min,non-stop
13019,TruJet,2019-05-23,Kolkata,Nagpur,KOL-DEL-NAG,06:16,01:49,11h 45min,1 stop
13020,Vistara,2019-12-19,Bangalore,Hyderabad,BAN-COC-DEL-CHE-HYD,15:09,23:35,5h 30min,3 stops
13021,Star Air,2019-01-23,Goa,Nagpur,GOA-BHU-NAG,10:46,21:09,13h 45min,1 stop
13022,Air India,2020-10-06,Cochin,Nagpur,COC-NAG,22:20,17:15,6h 30min,non-stop
13023,TruJet,2024-06-28,Patna,Chennai,PAT-CHE,23:21,20:28,5h 15min,non-stop
13024,GoAir,2020-01-15,Chennai,Hyderabad,CHE-HYD,16:03,05:34,5h 15min,non-stop
13025,GoAir,2025-02-25,Hyderabad,Surat,HYD-SUR,21:27,18:00,5h 0min,non-stop
13026,Vistara,2019-06-15,Raipur,Varanasi,RAI-VAR,11:23,00:39,8h 0min,non-stop
13027,TruJet,2019-04-10,Lucknow,Ahmedabad,LUC-PAT-PUN-GUW-AHM,04:02,04:34,1h 30min,3 stops
13028,IndiGo,2022-06-27,Kolkata,Patna,KOL-BAN-PAT,01:57,16:49,6h 15min,1 stop
13029,TruJet,2025-04-07,Hyderabad,Guwahati,HYD-NAG-SUR-JAI-GUW,03:44,20:55,13h 0min,3 stops
13030,IndiGo,2024-06-27,Guwahati,Raipur,GUW-SUR-NAG-RAI,06:40,06:52,5h 30min,2 stops
13031,IndiGo,2024-09-23,Varanasi,Pune,VAR-PAT-LUC-HYD-PUN,00:29,01:54,12h 0min,3 stops
13032,IndiGo,2021-05-05,Patna,Mumbai,PAT-NAG-KOL-SUR-MUM,16:51,14:03,13h 45min,3 stops
13033,Air India,2019-05-15,Chennai,Guwahati,CHE-PUN-DEL-GUW,22:45,15:56,1h 15min,2 stops
13034,IndiGo,2020-06-22,Pune,Ahmedabad,PUN-COC-DEL-NAG-AHM,20:04,00:03,14h 0min,3 stops
13035,AirAsia India,2025-06-07,Surat,Cochin,SUR-COC,04:57,23:33,3h 45min,non-stop
13036,GoAir,2025-04-25,Nagpur,Guwahati,NAG-GUW,03:21,02:16,11h 30min,non-stop
13037,Air India,2023-02-27,Hyderabad,Goa,HYD-GOA,13:54,17:02,14h 15min,non-stop
13038,Air India,2022-11-09,Cochin,Guwahati,COC-GUW,12:06,20:35,5h 15min,non-stop
13039,Alliance Air,2025-04-27,Guwahati,Nagpur,GUW-IND-MUM-NAG,20:07,14:34,8h 45min,2 stops
13040,SpiceJet,2020-03-02,Goa,Surat,GOA-SUR,12:47,12:38,5h 0min,non-stop
13041,Akasa Air,2022-05-03,Delhi,Nagpur,DEL-HYD-GUW-SUR-NAG,19:37,08:17,11h 15min,3 stops
13042,Star Air,2021-11-22,Delhi,Raipur,DEL-BAN-GUW-RAI,09:39,05:17,15h 0min,2 stops
13043,Air India,2019-05-25,Bangalore,Lucknow,BAN-GOA-IND-LUC,18:06,11:10,1h 15min,2 stops
13044,SpiceJet,2025-03-01,Patna,Pune,PAT-PUN,01:31,12:12,11h 45min,non-stop
13045,Star Air,2023-04-09,Kolkata,Nagpur,KOL-RAI-COC-AHM-NAG,12:11,08:51,4h 30min,3 stops
13046,SpiceJet,2021-06-04,Ahmedabad,Guwahati,AHM-SUR-GUW,05:38,21:20,11h 0min,1 stop
13047,Akasa Air,2023-03-05,Hyderabad,Bhubaneswar,HYD-SUR-BHU,10:23,23:47,6h 15min,1 stop
13048,Star Air,2019-05-06,Kolkata,Guwahati,KOL-BAN-IND-BHU-GUW,10:39,19:21,14h 30min,3 stops
13049,AirAsia India,2025-09-18,Goa,Nagpur,GOA-NAG,17:55,13:04,3h 30min,non-stop
13050,Star Air,2021-07-22,Nagpur,Goa,NAG-BAN-GUW-GOA,12:57,06:28,14h 45min,2 stops
13051,Air India,2022-04-17,Chennai,Delhi,CHE-GUW-GOA-RAI-DEL,03:36,08:35,13h 30min,3 stops
13052,Akasa Air,2020-04-02,Indore,Nagpur,IND-SUR-NAG,14:52,16:21,13h 45min,1 stop
13053,IndiGo,2023-05-13,Lucknow,Patna,LUC-HYD-NAG-IND-PAT,23:15,04:06,7h 15min,3 stops
13054,Star Air,2019-09-12,Lucknow,Goa,LUC-GOA,02:41,11:27,8h 30min,non-stop
13055,Air India,2019-08-22,Varanasi,Surat,VAR-JAI-SUR,12:33,22:43,13h 15min,1 stop
13056,Air India,2023-02-04,Hyderabad,Goa,HYD-IND-BAN-KOL-GOA,02:52,09:54,7h 0min,3 stops
13057,AirAsia India,2024-05-13,Mumbai,Kolkata,MUM-KOL,15:19,09:53,9h 30min,non-stop
13058,TruJet,2023-08-25,Nagpur,Goa,NAG-GOA,04:44,09:06,2h 30min,non-stop
13059,Akasa Air,2020-10-11,Nagpur,Mumbai,NAG-MUM,13:15,12:19,3h 30min,non-stop
13060,TruJet,2025-10-08,Patna,Lucknow,PAT-LUC,10:57,18:51,12h 15min,non-stop
13061,Alliance Air,2020-12-28,Bangalore,Pune,BAN-PUN,07:26,19:51,5h 45min,non-stop
13062,Akasa Air,2024-08-23,Guwahati,Chennai,GUW-NAG-VAR-HYD-CHE,16:26,15:58,2h 0min,3 stops
13063,TruJet,2020-01-09,Kolkata,Cochin,KOL-GOA-COC,22:52,08:44,6h 15min,1 stop
13064,Star Air,2019-09-15,Varanasi,Surat,VAR-SUR,19:42,11:41,13h 0min,non-stop
13065,Alliance Air,2021-02-03,Cochin,Patna,COC-IND-JAI-PAT,10:48,11:11,9h 15min,2 stops
13066,Alliance Air,2021-11-18,Indore,Guwahati,IND-HYD-GUW,13:51,23:22,5h 0min,1 stop
13067,TruJet,2025-03-05,Jaipur,Nagpur,JAI-HYD-GOA-GUW-NAG,22:44,15:38,14h 0min,3 stops
13068,AirAsia India,2019-01-25,Surat,Pune,SUR-GOA-JAI-PUN,13:42,10:17,15h 30min,2 stops
13069,Star Air,2022-02-24,Lucknow,Chennai,LUC-COC-CHE,16:55,08:48,5h 15min,1 stop
13070,IndiGo,2025-06-09,Cochin,Bangalore,COC-CHE-NAG-VAR-BAN,22:55,08:07,8h 30min,3 stops
13071,IndiGo,2023-07-13,Nagpur,Goa,NAG-SUR-BHU-LUC-GOA,01:31,01:49,9h 15min,3 stops
13072,Vistara,2024-12-02,Indore,Nagpur,IND-NAG,16:49,15:42,5h 0min,non-stop
